game,event_slug,condition_id,team0,team1,series_winner,map1_winner,map2_winner,swept,volume_usd,token_id_yes,token_id_no,game_start_utc
cs2,cs2-ytigeres-bandac-2026-07-30,0x32469cf2f7f5deabc2cd44c72d020f7441e515a7444c2fff24a015e1d140d4fc,Young TigeRES,banda chuya,Young TigeRES,Young TigeRES,Young TigeRES,t,1259,67540518111710185806692139439225363408376501396572424035876757052451201560893,32263298752345885057719587226783188883354316283872071054950560471127768282391,2026-07-30T18:15:00Z
lol,lol-nrg-wu-2026-07-30,0x1572d8d2dbc54c94369fcd530ecc1f6d1258bb13789c5c5b55414652437bf696,NRG Esports,Winthrop University,NRG Esports,NRG Esports,Winthrop University,f,107955,99701792391665410277105638106525448956779652811499269417522496611499097251391,110626034307075909324511007700039975136701205297108217536109663860559072350969,2026-07-30T21:00:00Z
valorant,val-kru1-g21-2026-07-30,0xf94e4fd14f0969e502d2788ede8151fd9eb16b70569919dbdcfdc107472357bc,KRÜ Esports,G2 Esports,G2 Esports,G2 Esports,G2 Esports,t,71501,94014519390961243466966135126437446548836483968256036475600871977904126399127,98617852554328983209128372554580119066558064451661599914651707863824775026415,2026-07-30T21:00:00Z
cs2,cs2-bst-gls1-2026-07-30,0x95025db6f7a9dbec422e3037df0a02ba6d82fd72f855deaeda7f16519e6fcbdd,BESTIA,Galorys,BESTIA,Galorys,BESTIA,f,322055,31121336511809459883137011750545628456696923087420504156892286558185508550253,29369727813189084591292888195535864245747424012018666999758353767294955174563,2026-07-30T21:45:00Z
cs2,cs2-voc-spo-2026-07-30,0xcf114603790b125bcb4e4f14e8c491076a0ec989489dbe2022da536c86d58a0c,Voca,SportsBetExpert,Voca,SportsBetExpert,Voca,f,44708,13920196789532666364755602215654128976582305754100314479314399791943035760714,108271697718643010202384662102854244070748216127512896539542451507334267252229,2026-07-30T22:00:00Z
valorant,val-100t1-sen-2026-07-30,0xf92719475f53e5201d244a0251c77ad050023dd44e093bea70ef58f22f0d3f43,100 Thieves,Sentinels,100 Thieves,Sentinels,100 Thieves,f,372214,30215002271267069275826874277715377812942649298832543330807861126404638803221,46617539658882374896755143454681173069728739898300997436642793754711512493424,2026-07-30T23:30:00Z
lol,lol-cnv-dog-2026-07-30,0x7f2dc9bd5f52fd01aa1d2e23f4a756ea902eb953fe5c1f68810332d1e4bbccf9,Conviction,Dorado Gaming,Dorado Gaming,Conviction,Dorado Gaming,f,160417,35344799673671205392163016785017495879092264000654014606314914128599263141072,113417147494037977187972081284721928306286721946934787687336256489850008636621,2026-07-31T00:00:00Z
cs2,cs2-regain-cce-2026-07-30,0x88e74c36c3bf6f9c206a47f63a7c4226561824a70460cbe61acc4b638008d492,regain,Chicken Coop Esports,regain,regain,regain,t,44837,77255483345416092714584192650262341861004913685187601430641579444067916360579,67987592592794969141791774008444413619224100694334323662978374225414661009707,2026-07-31T00:40:00Z
lol,lol-drxc-bro1-2026-07-31,0x0094aa8008896eeff70bd5483ea0e11f4971fc082129be3d7952f2979c36fa59,Kiwoom DRX Challengers,HANJIN BRION Challengers,Kiwoom DRX Challengers,Kiwoom DRX Challengers,Kiwoom DRX Challengers,t,30045,87674300804067752978959721150796665725512485353408945763986892899769908333633,114339745702051147890029175613835347193338942098285919316224051837996153293540,2026-07-31T05:00:00Z
lol,lol-ktc-dnsc-2026-07-31,0x4e910edbdb50a9fbcc549f3e22cb501e23b62d599c0a3d29a361c5274f022557,KT Rolster Challengers,DN SOOPers Challengers,KT Rolster Challengers,KT Rolster Challengers,DN SOOPers Challengers,f,316153,32644096122576734274301568784040549802947606608686940742416407773365823524603,90537748220386411545398181662896178099681648443848886181764784763174850801252,2026-07-31T05:00:00Z
dota2,dota2-yes-xctn-2026-07-31,0xc384d8f5983ccbd90edcec0834ebde0f9e503a79cfb4beb126f72b5a1e624757,Yellow Submarine,Execration,Yellow Submarine,Yellow Submarine,Yellow Submarine,t,30400,112532755592523081249452122426957174447232735188890164205242323714163361200099,111042316633886611556849700456494991402812409511697119361819460353004280814133,2026-07-31T05:30:00Z
lol,lol-al-edg-2026-07-31,0x3d4683e6be5d9523eb45f50f27dd1dff77e6932ff3fa9c3a8716fffd06012267,Anyone's Legend,EDward Gaming,Anyone's Legend,Anyone's Legend,Anyone's Legend,t,315139,40472665679887425908378900626110398741048094992392767676262326176479189032482,8842039361063407895665178447251374140449970581227373457579811821425592009042,2026-07-31T07:00:00Z
cs2,cs2-inf6-sparta-2026-07-31,0xfed2b4963a0559822daba9f12e10b1bfc05a177c85623cc0d6359152e13c32ce,Infinite,SPARTA,SPARTA,SPARTA,SPARTA,t,30732,8031769024187772707788181194819250272563933919669695151240968744806490707308,21422127323611134744655063898708980238927929934393984938486647791033222180184,2026-07-31T08:00:00Z
cs2,cs2-rustec-mana1-2026-07-31,0xd24ed3e3a9f6aa21ed42346fea5554e023cd8b9b37b4d172648bd6a05ee956c5,ex-RUSTEC,ex-MANA eSports,ex-RUSTEC,ex-RUSTEC,ex-RUSTEC,t,8700,11107592280074219483299788566700149025955336009664876088371674539503020515414,106012148132476115170602570790909973814397100764772393650966476476405041226469,2026-07-31T08:00:00Z
lol,lol-gen-t1-2026-07-31,0xfe94bd15c6124c4426eb239529c749a921f76fd7a859fcafed4cb481be8037b5,Gen.G,T1,T1,T1,T1,t,1006415,10799900579559911844954050295574449488980138066719850482652424111183878958153,30758689098642210044484678326132859473550289330840136916187786274387122043406,2026-07-31T08:00:00Z
valorant,val-ts3-pr1-2026-07-31,0xc00550796697780d271274af31237e504953354e602f380848a11fbd9747f03c,Team Secret,Paper Rex,Paper Rex,Paper Rex,Paper Rex,t,30944,25394918256201171054757779988959511503945401511455518960341688926370856757353,59584362865076223651917082888808581769734057021096364743299781629893444495993,2026-07-31T08:00:00Z
cs2,cs2-ruby1-lavked-2026-07-31,0x232155c314aa73979c07d13e74dff521623d8857971d030a8ca15f224bf96b62,ex-RUBY,Lavked,ex-RUBY,ex-RUBY,ex-RUBY,t,14135,34655304410536413359503145402550241380774919238321766717899340868108352944928,110909833829637810616768655213275638259520701124605873524720300022156565326886,2026-07-31T08:10:00Z
lol,lol-we-blg-2026-07-31,0xbb9fdaf416cee8b01da63b510c021d0735e927e8912364dea1a2d40eabe21286,Team WE,Bilibili Gaming,Bilibili Gaming,Bilibili Gaming,Bilibili Gaming,t,828062,11588642994696451051485659703647082009817589793426558519290884909530323660682,67419470537043508668711856198663955215679966158695644427685041083114998273887,2026-07-31T09:00:00Z
lol,lol-tsw-mvk-2026-07-31,0xe5ac2dda380b2e02fb9afac5377c4500b191d8d2e12717ed5debef033e641213,Team Secret Whales,MVK Esports,Team Secret Whales,Team Secret Whales,Team Secret Whales,t,79902,56352315023358870354945337886700628346558851285897503212062124555354628949420,52356424989961083455186397102870450492558962088427508555100890582501380536268,2026-07-31T09:10:00Z
dota2,dota2-avi-ns4-2026-07-31,0x681eaf7cce2a8d183aaa7ced781fbc15d8910429ce876a315dfd3bac06c014e7,avice Team,NS Team,NS Team,NS Team,NS Team,t,1375,104745163245361786855130579809373399611885725931743450472405378974109895968166,38129991686392205329538154979879973773752729916191234863268951051813495710012,2026-07-31T09:20:00Z
dota2,dota2-tr7-playti-2026-07-31,0xa5cf00b4454fe341835ff1a800d62330c25a8a43327a24f88eacd2f1a81765de,Team Resilience,PlayTime,PlayTime,PlayTime,PlayTime,t,80088,101386894710129229685787658550873167230387162596992169666493598772681062764073,109808999088906488706688584463016469971396544145374919565420137798948951200962,2026-07-31T09:35:00Z
cs2,cs2-eac-g2a-2026-07-31,0xc355d71f07bac4f5b0e7eba2acc5946d09e87b7004741c3aa51fb9725e82435c,Esport Academy Copenhagen,G2 Ares,G2 Ares,G2 Ares,G2 Ares,t,56919,29518134859564823993722885471410651670818524832587989271600612662097459037340,15278585549430248833267110425114018024820604624063248198166710131194396933579,2026-07-31T10:00:00Z
lol,lol-bro2-drx-2026-07-31,0x14a4dbab7705b109a4cb77db40c3867e25a432057b60b0096bc11ef2b00f7cd7,HANJIN BRION,Kiwoom DRX,Kiwoom DRX,HANJIN BRION,Kiwoom DRX,f,1934332,13626339474500741281267150251103298621447341398568389842724200874281441919093,43385952159387308724045408405165854799326229108881647948414227139841261524925,2026-07-31T10:00:00Z
valorant,val-ge1-geng-2026-07-31,0xdcca67d4d3feb728791b6bee5131c2759c1b70a88feefa8a209b27f5619ce23a,Global Esports,Gen.G Esports,Gen.G Esports,Global Esports,Gen.G Esports,f,260963,4868170742116913279581352272020200201573427108437541380573267578052284928112,93827999433832118729265838573382185971852910133695627197827615841930074014859,2026-07-31T10:20:00Z
cs2,cs2-inf1-encep-2026-07-31,0x19673396da6d3355513dd362b54ba6a3c85c72d3d8dfe451b67e48493b8b8327,INFURITY Gaming,ENCE Prospects,INFURITY Gaming,INFURITY Gaming,INFURITY Gaming,t,4665,63746841306288464062696544921654531229624387323152822888016103521290579312358,44338716003750022478017634293827938581861808455172512893957442626097722721429,2026-07-31T10:50:00Z
cs2,cs2-sin2-run2-2026-07-31,0x60f5e471195439320b674c93b0de3cead1ba144a0f9e543230b70bce5f4fd6b5,Sinners,Rune Eaters,Sinners,Sinners,Sinners,t,28710,67529663221677139701463360170659673923432846148371072308907522099649029112673,98182947893392341501437392244168526085285909160559249237077648112373541546183,2026-07-31T11:00:00Z
cs2,cs2-inox-fal-2026-07-31,0x564413aa8f163dcdc26d596e8fcb3beff60a214194e07144c59921395e4e3ece,INOX Division,Falcons Force,INOX Division,Falcons Force,INOX Division,f,57423,76455186093484347543015718349452999799113503266062448380276049741479780521975,85325233115655958386378956725706269169982989145344456489743283133172070462261,2026-07-31T11:10:00Z
lol,lol-cfo-gam-2026-07-31,0x730ec13a9bbb4c49067ee44e5b767413860083c2fde469e58c961439e466138a,CTBC Flying Oyster,GAM Esports,CTBC Flying Oyster,GAM Esports,CTBC Flying Oyster,f,530145,68151981198680995053302447031723252102622890201330381618972109996407220545256,70412065643977861105191763949423361500826212236009589377842948334375942870355,2026-07-31T11:10:00Z
dota2,dota2-enjoy-glyph-2026-07-31,0xa16d7234fb510cfd36c6da9bafb3f37eba3595031374efd7817ef724e0760fb3,Enjoy,GLYPH,GLYPH,GLYPH,GLYPH,t,19731,115788166568296681583444577348544659683478379326216936046280235959431672263642,95639085236063340213657429888164300337152901747578880593968267270030323561129,2026-07-31T12:00:00Z
cs2,cs2-faze-mglz-2026-07-30,0xe9f67f93ca8530e47950e56e71211b70a2d022a931bf37c6bdad8401180af83e,FaZe,TheMongolz,FaZe,FaZe,TheMongolz,f,1492857,2710140461882285609333947451775356679240989730815443709992368372640359973248,115340289281939169806201306305090952021965870859366444727179561776354706138516,2026-07-31T12:30:00Z
dota2,dota2-l1ga-rnx-2026-07-31,0x67f0269e652c23d15da2bb9b2866a2ac3a2c96c800e86693ee80f4c04448d725,L1ga Team,REKONIX,REKONIX,REKONIX,L1ga Team,f,515452,98834589344169177823166877575683114795911116121805374008335198775635208764436,86996016877772345587420504921734928953825871692409724958251707819256102158393,2026-07-31T12:30:00Z
cs2,cs2-hotu-g2a-2026-07-31,0x8959ba29946aeb79c9311ea586f33ae25037179ab1ea9d88fb7d4e1ee388f6c0,HOTU,G2 Ares,G2 Ares,G2 Ares,G2 Ares,t,22374,32277508131966977366698361375465576890128952777869692114328224520349331680571,115246819072003483091411345838993164728532789443563835545802928717936414292916,2026-07-31T13:00:00Z
cs2,cs2-youngn-innerc-2026-07-31,0x554ca05705a7cff1a49f126633d21ee1c7afa9e73f499cf0fa581fdedadf2c6b,ex-Young Ninjas,Inner Circle Academy,ex-Young Ninjas,Inner Circle Academy,ex-Young Ninjas,f,52651,115187308707256598758781128801783071263868850834168373727493443429552915790375,110974550558384810339356581401888882676122388046354986044059207460083028930189,2026-07-31T14:00:00Z
cs2,cs2-k271-justpl-2026-07-31,0x7a7a104250fca0274fc3365a1f04345a618ed379d2ff654cea9e9ef7b41d6a53,K27,Just Players,Just Players,Just Players,K27,f,63431,44227528805918273793101345960407755809206572066019181621786418363888212969676,101709442274086661179069248026231054859503672926923386451211087147045883255545,2026-07-31T14:15:00Z
cs2,cs2-lavked-meg1-2026-07-31,0xd72459b2ddb156817099a0fd6cbce8a66431a43dae1ef23421e0a4e26578ec27,Lavked,megoshort,megoshort,megoshort,megoshort,t,99976,86955647395575553788345594676817729653045687691126026237759402488537462976882,95287942097557105138541758002651324155914253597779010548614262187534442507350,2026-07-31T14:45:00Z
lol,lol-vit-th-2026-07-31,0xb85784fd8a19ebf5fa62c6b92bc1c324eedcc8b2bc9ee5096334f096aab6cb06,Team Vitality,Team Heretics,Team Vitality,Team Vitality,Team Vitality,t,258868,37220053993672083860175291084414626144691852657241787462471462203738349174818,69731725445576816985119656818166277047552528673876914078838281516762535945424,2026-07-31T15:00:00Z
valorant,val-bbl1-gm-2026-07-31,0xee1b95e873f35517cd8654b521e4caef0a47bf39f9be899ce0e5aae88d3f175a,BBL Esports,Gentle Mates,BBL Esports,Gentle Mates,BBL Esports,f,383957,14939596723253408998431633585180402040629502551416041448035726699030397886239,93080555846315139185162186776275648353598785625278448221011613638268268220885,2026-07-31T15:00:00Z
dota2,dota2-yb1-z10-2026-07-31,0xbf2f90ca9cbebeb70660d14e2b0cc4baf3961791c6f05f5102663f98926c5ac1,Yakult Brothers,Zero Tenacity,Zero Tenacity,Zero Tenacity,Zero Tenacity,t,13749,16398814578949551561319801230217824922790651326333808338097534060171772195944,58145401026936568432349874052085158205692855408861800312211724726765944381703,2026-07-31T15:10:00Z
cs2,cs2-bandac-mellre-2026-07-31,0xff645b406d4d42676376256ea70a1d3243489cb6f211a048bb5d51e6ae608962,banda chuya,mellren,mellren,mellren,mellren,t,50481,39479346136336389163340981130047633458905631906199869439415843996125192440377,66811058447388380214261691395684543286145288412373700543718444449968342703566,2026-07-31T15:45:00Z
cs2,cs2-eac-hotu-2026-07-31,0x2b4ecf17701d81511d9a7500f46b775e17476418fc68e6c83893e2adcb5c308f,Esport Academy Copenhagen,HOTU,Esport Academy Copenhagen,HOTU,Esport Academy Copenhagen,f,75629,30350773329509776473735001625935547877448103322590126054312294808344060802909,104380385599063897462810669050657891250256422829608320172127552017032707980133,2026-07-31T16:00:00Z
cs2,cs2-pain-ast10-2026-07-30,0x0a54a4fb700e568ebc95465a260bbff9905b60ecda59681a049fe68f9a55a07c,paiN,Astralis,Astralis,paiN,Astralis,f,2679275,87811808813553879856351839381400249517684530928608821949285796387486547133164,67021091896272569767448640536390270996721281816939226388307772323520174561559,2026-07-31T16:10:00Z
lol,lol-mkoi-shft-2026-07-31,0xd11398f91ca13c5bfd6e380ef240fbb46314f45d73c024bab68ec3105e61bd4d,Movistar KOI,Shifters,Movistar KOI,Shifters,Movistar KOI,f,794252,76425925722372340274418976567421322052027831564785732319114860398942623367368,39852568350151630836024221196572069535297480942128426202169020837628742067993,2026-07-31T17:00:00Z
dota2,dota2-xtreme-lgd-2026-07-31,0xe9f3726146fefbba0a854f24ea822dbbcea0084bc7f439a1f882c28173a5745e,Xtreme Gaming,LGD Gaming,Xtreme Gaming,Xtreme Gaming,LGD Gaming,f,1619359,35508444848738017925507324974293483207120002274447241130822787562937648677707,27187987854316967722953411872975623882795026307049987556568897886527714181689,2026-07-31T17:10:00Z
cs2,cs2-g1-enjoy-2026-07-31,0x4503230100911988a551566b2ead980149e2678b80ff26096abcc2977c96c2d5,GenOne,ENJOY,GenOne,GenOne,GenOne,t,37757,95470091928648000685364434445809516877527854322685509433794327796455480222806,74553423261678051095601303491225453493722137464353594486517081942916317084022,2026-07-31T17:15:00Z
cs2,cs2-cs1-sta6-2026-07-31,0x8b084eddd56af949452f0086e613c30a58aa3009c4c3fba8ed706abfd601f572,CYBERSHOKE Esports,STATE,CYBERSHOKE Esports,CYBERSHOKE Esports,CYBERSHOKE Esports,t,35638,14517423006543977929189610224226842088458138121127291794410805225052936924311,57609823665393640373418033896078819810967297623950684493138806763503109792207,2026-07-31T17:20:00Z
cs2,cs2-fxw7-imp11-2026-07-31,0x8243a3860ee15fe326222ea70a5f54486ad9f990c7e41b94ae5d147fd24beae5,Fluxo W7M,Imperial,Fluxo W7M,Imperial,Fluxo W7M,f,174340,63810948063362105101299838403906007045447949290354446517557406939145469447271,15649313975565655824166364291859379094986332811924101337383246518505499982393,2026-07-31T18:05:00Z
dota2,dota2-tt1-dxk-2026-07-31,0xe0eb4cb9fff7f721bc90a033c874e48ac44619dcb4b1faff9b49f273ec01f69f,Travoman Team,Daxak Team,Travoman Team,Travoman Team,Travoman Team,t,560,77843493243793731354642496601387085279290930104897778834496429566301912383350,16491077732697847602677296450474404882106162437626923195287982169350148622797,2026-07-31T18:15:00Z
cs2,cs2-paina-rush1-2026-07-31,0x325b171d19167c3fa974a82587e93bf4c9a6f0d27cc72f11da3295113b2fb3c5,paiN Academy,Rush,Rush,Rush,paiN Academy,f,2280,4650174235206604677172323641437698542147482537821418473297174807037414176491,113533725529117306026927351667563429252685681695941190747950687864861679715795,2026-07-31T18:20:00Z
cs2,cs2-tsa-sleepe-2026-07-31,0x68367ed72f2fc3a9dd9bb919835ea695fea3e07d1b5ed3466098cb56b066a7d9,Spirit Academy,sleepers,Spirit Academy,Spirit Academy,Spirit Academy,t,8251,83541377301259586015065181745647690273587241364353886586223613833733448871295,114202742705858687331031882341509556948044787968169205823451869752112295495156,2026-07-31T18:25:00Z
valorant,val-gx-th1-2026-07-31,0xcb085b09e9f670b85467e6faaac8dedef7b8d7e7274c45e923626999df6ab739,GIANTX,Team Heretics,Team Heretics,Team Heretics,Team Heretics,t,49446,444903119661731532862495459344032188277129151412630267133645276217445789386,28923847884435233834657805394813316423391329570087364505527455300913248440472,2026-07-31T19:30:00Z
lol,lol-mvu-cpd-2026-07-31,0xd1db0595be6f065a556d9a78fa724d945ab3b9ccc3c62cbf5cb9c0dec49cb72d,Maryville University,Cupid Esports,Cupid Esports,Cupid Esports,Cupid Esports,t,41581,3771278615331717932879003827100443055284791625637807741762618007126290594409,2293187912788290277620365058267351714841651719597666670253905669988630399533,2026-07-31T21:00:00Z
valorant,val-c9-loud-2026-07-31,0x1c6c148c41ec06ddb65fff127b4a8a44d8f8ff184a1d6b2972db852fca867a57,Cloud9,LOUD,LOUD,Cloud9,LOUD,f,339408,71248972388961222149269943918602307567737798766047586678031499232149306301221,33234958386649918902718031073222534686048280461170043194163891899429574794168,2026-07-31T21:00:00Z
cs2,cs2-ldp-bst-2026-07-31,0xca875250718612cea929ae059e61d312e3de82f0d43f8850d724df5cc1e7e629,largadosypelados,BESTIA,BESTIA,BESTIA,BESTIA,t,77169,114245205234482057066688344484790785301252221563275183922906682848660759133055,63288381270626928751839835519509999882813226246832003021446392118568284317417,2026-07-31T21:30:00Z
cs2,cs2-lag-spo-2026-07-31,0xc9846d4ab626b7cfbe41b3398a91ab9e35ffc8de08c2670300a63711123003d6,LAG Gaming,SportsBetExpert,SportsBetExpert,SportsBetExpert,LAG Gaming,f,65752,105472415413024560978589940170860698413760728547158782007439798296549020953598,84941837264014542750340469034444051154469497425462986178345882140239277284514,2026-07-31T22:00:00Z
lol,lol-nrg-dog-2026-07-31,0xf671d06121d58291277d324c9ea888fc81d2c31111e6f042e9908e445c0a4fac,NRG Esports,Dorado Gaming,NRG Esports,NRG Esports,NRG Esports,t,38067,72847168612994495994529586636485079968908457603285670758907570326125772965626,45401003524684149272771114115266157612702473906079387222564757571241337918276,2026-07-31T22:55:00Z
valorant,val-eg2-mibr-2026-07-31,0x3648a7513919536ed7fcf5e950be2cf50a5ad7cf411256a506f02089e6825a71,Evil Geniuses,MIBR,MIBR,MIBR,MIBR,t,251797,18419217214859346799342264017665271617315356759716780491227877200722207624999,63884788230858483712381674429196948901489960888866329247219167870070608339238,2026-08-01T00:30:00Z
cs2,cs2-mars-regain-2026-07-31,0x601012d8b0c2ad23d6948b3bbcd00c4c4763fd9f65fe240fa6f64d54bf1b89d3,Marsborne,regain,Marsborne,Marsborne,Marsborne,t,51718,51355972720622071100478314037309508153911226493926166920344236156844867840914,103873958762272044471715396691463465056147517410853437483754514118291247494002,2026-08-01T00:50:00Z
dota2,dota2-xctn-amaru-2026-08-01,0x49abbe6d88877b09e864b3c9d7789ba1c44f7fac846adbe1494352970129c2cb,Execration,Amaru Gaming,Execration,Execration,Amaru Gaming,f,126693,53251194598825295037347002144921815770016846198679025929432370850226520268111,30510318797586061271879532753294015585941379296436843148404621337897325362354,2026-08-01T05:25:00Z
dota2,dota2-midas3-tr7-2026-08-01,0x18afff7b6ac42e4b2704dbe0d5c27bfff858d8a05c05da15de7903dee597e1f7,Midas Club,Team Resilience,Team Resilience,Midas Club,Team Resilience,f,203420,84557063142470000499540051094229990245633046870442950697736806298965772308294,6745260740763033521322208533328319902263125139916028549447166991927239611507,2026-08-01T05:30:00Z
lol,lol-al-tt-2026-08-01,0x1cf14d0add6dfc90f2e3de1250cce7775cb5f5c909e9c81111f47c9ba5ce49a5,Anyone's Legend,ThunderTalk Gaming,Anyone's Legend,Anyone's Legend,Anyone's Legend,t,709959,19016909301591382782023331383379402362507176802321039779826279806709374446615,107290195353362669468710417253996142202065926080438884880859726733433473853713,2026-08-01T07:00:00Z
cs2,cs2-btf-blackp-2026-08-01,0x56498833deb9e4ae7beb185675fe4a486a93cd3ad4f77cfe5236c78d1a43171e,Butterfly,Black Phoenix,Black Phoenix,Black Phoenix,Butterfly,f,37293,58166795654788700186358275638565177266515716580220933693286271176352648661723,33184633560989419073148857165893470348803688193158256513992292243507475528041,2026-08-01T08:00:00Z
cs2,cs2-ence-havu-2026-08-01,0x515ef6aaee338aba6153efc32fdf4858380742d769449d36fe6ec174cbcf8223,ENCE,HAVU,ENCE,ENCE,ENCE,t,29786,97342827943972024289206559804289431087508314505042465151344976248954844486673,49404847231246804502498831405882057578776312190230972646945449922321935559619,2026-08-01T08:00:00Z
lol,lol-ns-fox1-2026-08-01,0x969366c03012743741f1d443f4eea3b683527d2f0001f2742fd020a8d3c71485,Nongshim Red Force,BNK FEARX,Nongshim Red Force,Nongshim Red Force,BNK FEARX,f,2002798,34538752115136626218488600139951433380524206147231250239421862167369922980469,30254318320353641204277690542860922564879092609585509463603793724900287946783,2026-08-01T08:00:00Z
valorant,val-t1-dfm1-2026-08-01,0xc974a9a803088d6c080e6e9ddd9ae3278895eba67bb1564b75f7b36eff81d41c,T1,DetonatioN FocusMe,DetonatioN FocusMe,DetonatioN FocusMe,T1,f,91283,27903143484850223612433912445725780828246917365185264959327853544719586202245,107664465108906055750227447753025733837882077889052325423527111705465143734566,2026-08-01T08:00:00Z
dota2,dota2-yes-vg-2026-08-01,0xea8bbd61eb2a9265b12046487d9f5f1a770456e6f97378b70f2bc0f8ceced00b,Yellow Submarine,Vici Gaming,Vici Gaming,Vici Gaming,Vici Gaming,t,37698,24243693592822213114152469612020325589736480514052521050324478849324890955711,39448689109683051607132053307081663295114614628155931947714206615168880415690,2026-08-01T08:50:00Z
lol,lol-lgd-tes-2026-08-01,0x59d3e52ec473ecd108dd13c790a480e488d291429f5b57fbd12f4d13cf83eb4e,LGD Gaming,Top Esports,Top Esports,LGD Gaming,Top Esports,f,1361589,1734061627192062757414292756437696498602774113904557308144543389999986451723,28758433754354189788615208626498713698940365538438834510148456440146853571138,2026-08-01T09:00:00Z
lol,lol-dcg-dfm-2026-08-01,0xfe8b715035b8050483b895b22d79de46844c1bd4c22b73ad96d817ee7aac937c,Deep Cross Gaming,DetonatioN FocusMe,Deep Cross Gaming,Deep Cross Gaming,Deep Cross Gaming,t,50136,27443850178870592344583656387300259988186250294227008308058400482765080036287,100639377712396122002534221735880717515997380515421074506685223200018415033112,2026-08-01T09:20:00Z
cs2,cs2-bca-tlr-2026-08-01,0x7d2f15bdcf1bd10928087e166ed424a5e263afa7aae51d0a7e9e957cf17b3e25,Betclic Apogee Esports,The Last Resort,Betclic Apogee Esports,The Last Resort,Betclic Apogee Esports,f,43434,84641032818393276226295967021474568047379777920202685418322323218673832262936,102871752227710067330659625520359333285978535618027368903903628692011967384957,2026-08-01T10:00:00Z
dota2,dota2-re-playti-2026-08-01,0x20145d2ebd231ae3b829405294440da04ed8ad5e1903925e1b9489eba07677ea,Rune Eaters,PlayTime,Rune Eaters,Rune Eaters,Rune Eaters,t,31951,30012583903406783118443304643323774169674334919515627273512066680125665843653,22400792552285089371835959432000268853027060430657833876842939130707729282452,2026-08-01T10:00:00Z
lol,lol-gen-dk-2026-08-01,0x11f36a8b804d73ffe7d4a56e5c787fb1dbfc4bda0a34d6e2af364aa7057351fe,Gen.G,Dplus KIA,Dplus KIA,Dplus KIA,Dplus KIA,t,273763,82587448911186734055293787540577363089156281470696975352696662437498494850584,1591883869458989965371743768422491293918288058420141826385404310748125347935,2026-08-01T10:00:00Z
cs2,cs2-faze-ts7-2026-08-01,0x5fa136d6393dccfe36567fee5cc0d687f37c8248411bf76c9b026ef6d5520491,FaZe,Spirit,Spirit,Spirit,FaZe,f,2243156,115549852893670277775631852709355996183928722064591160012743116138513800490552,25141940259353827899262471930592616684585484679735826814595590895307215576515,2026-08-01T10:30:00Z
cs2,cs2-fazeun-vita-2026-08-01,0x292b2e13dc29bbd7437b8ae3b29e9a5b9d1d4cc3d636a7d156938771bbad6137,FaZe Up Next,Vitality Academy,FaZe Up Next,FaZe Up Next,FaZe Up Next,t,4990,64844601776565916049684879405750391569602837197340700060694075882484565120357,90767045661975068378406355797519814281592078697799482682284213043625063802987,2026-08-01T10:40:00Z
lol,lol-jdg-blg-2026-08-01,0x1e8055c6e09fca13e86fccc97990f3e99e42232f26091851712fbb0db6c31eb5,JD Gaming,Bilibili Gaming,Bilibili Gaming,Bilibili Gaming,Bilibili Gaming,t,768622,14957274227001684771165667185325400121250908622477866541960220167022884920944,54862635105139436149069486515262110889821613159945422921778685543538501897631,2026-08-01T11:00:00Z
cs2,cs2-inox-sin2-2026-08-01,0xaaddde75e2e670294cb721dcfc9e4cae2e4653a74c2f83f27048b358b1a66b55,INOX Division,Sinners,Sinners,INOX Division,Sinners,f,127293,31149275841435793970718345597745440165222974147096494676809727314147382880089,70683683036818267255865194337877005272467456415115326001556954493912587306879,2026-08-01T11:20:00Z
dota2,dota2-enjoy-yb1-2026-08-01,0xa291d4306774cf97c99403c6db3de84b60307e131c77ba93bb19dbc112517cae,Enjoy,Yakult Brothers,Yakult Brothers,Yakult Brothers,Enjoy,f,206653,68068033175073035357518874512586369886713721587840530577815820786576307552386,109978629189473857130024991877624988717317514716463859223624675774530842356280,2026-08-01T11:30:00Z
lol,lol-mvk-gam-2026-08-01,0xbea0a60be83b9a14c65c28191f704d469ff9beb5a06c2891647f085514e66d19,MVK Esports,GAM Esports,MVK Esports,MVK Esports,MVK Esports,t,57001,10760982395770311437632762152797592419383903843508267508067270171819056789660,76913840581248175614635010894171298711808312357714904431119421814154884137374,2026-08-01T11:30:00Z
valorant,val-fs1-rrq1-2026-08-01,0x03001bd33919e78e503b2e5facad446b3c298ae40ae48b34a8b8cd02cac56c80,FULL SENSE,Rex Regum Qeon,Rex Regum Qeon,Rex Regum Qeon,FULL SENSE,f,91789,42637618534921939161460679651100186887805391305789373699225928041728570668174,50717982960268952866867494965629543016905207952767395781691692231475669849641,2026-08-01T11:30:00Z
cs2,cs2-sinqu-bcg-2026-08-01,0x103e4a7a7f4f0be80c0d160c216705cd035b8ee7046476538991c7933aeebb11,SINQU,BC.Game Esports,BC.Game Esports,BC.Game Esports,BC.Game Esports,t,30331,74469369879506727555369470574592236703112535671940663924615101295784007895268,74706084742217484383403974729191996164218691900746339721530197655663659353432,2026-08-01T12:00:00Z
